id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total,anio,mes,dia,trimestre,gasto_por_noche
277,2022-09-20,Estados Unidos,Terrestre,Negocios,Usulutan,1,1633,2022,9,20,3,1633.0
278,2022-08-10,Guatemala,Terrestre,Ocio,La Paz,6,1271,2022,8,10,3,211.83
279,2024-12-14,Canada,Aerea,Religioso,San Miguel,5,1905,2024,12,14,4,381.0
280,2024-12-16,Estados Unidos,Aerea,Familiares,San Miguel,5,1297,2024,12,16,4,259.4
281,2021-04-14,España,Aerea,Familiares,La Paz,2,1480,2021,4,14,2,740.0
282,2021-09-11,Honduras,Aerea,Negocios,San Miguel,2,2464,2021,9,11,3,1232.0
283,2024-06-04,Honduras,Aerea,Salud,La Libertad,4,180,2024,6,4,2,45.0
284,2024-02-10,Honduras,Aerea,Salud,La Libertad,2,2195,2024,2,10,1,1097.5
285,2022-05-25,Guatemala,Aerea,Familiares,San Miguel,4,2205,2022,5,25,2,551.25
286,2021-04-09,Honduras,Terrestre,Ocio,San Salvador,5,2308,2021,4,9,2,461.6
287,2021-06-02,Estados Unidos,Aerea,Familiares,Ahuachapan,4,1028,2021,6,2,2,257.0
288,2023-07-03,Nicaragua,Terrestre,Ocio,La Paz,6,2199,2023,7,3,3,366.5
289,2023-05-28,Honduras,Terrestre,Ocio,Usulutan,3,1198,2023,5,28,2,399.33
290,2021-12-04,Honduras,Aerea,Negocios,Santa Ana,2,727,2021,12,4,4,363.5
291,2023-04-02,Honduras,Aerea,Ocio,Santa Ana,1,2055,2023,4,2,2,2055.0
292,2024-04-01,Estados Unidos,Aerea,Negocios,San Salvador,5,1410,2024,4,1,2,282.0
293,2023-08-15,Estados Unidos,Aerea,Religioso,Usulutan,4,1739,2023,8,15,3,434.75
294,2021-06-10,Honduras,Terrestre,Ocio,La Paz,9,2024,2021,6,10,2,224.89
295,2023-03-12,Estados Unidos,Aerea,Ocio,San Salvador,10,1252,2023,3,12,1,125.2
296,2022-02-02,Guatemala,Terrestre,Ocio,La Paz,1,2203,2022,2,2,1,2203.0
297,2024-07-24,Estados Unidos,Terrestre,Ocio,Usulutan,9,357,2024,7,24,3,39.67
298,2023-03-27,Estados Unidos,Aerea,Negocios,San Salvador,8,1828,2023,3,27,1,228.5
299,2024-11-16,Estados Unidos,Aerea,Familiares,Ahuachapan,10,939,2024,11,16,4,93.9
300,2024-03-04,Nicaragua,Terrestre,Ocio,La Libertad,11,794,2024,3,4,1,72.18
301,2024-05-03,Guatemala,Terrestre,Ocio,Santa Ana,4,144,2024,5,3,2,36.0
302,2022-02-05,Guatemala,Aerea,Familiares,San Miguel,11,761,2022,2,5,1,69.18
303,2022-10-02,Costa Rica,Terrestre,Ocio,San Salvador,2,1577,2022,10,2,4,788.5
304,2023-11-23,Estados Unidos,Terrestre,Ocio,La Paz,3,658,2023,11,23,4,219.33
305,2022-11-19,Estados Unidos,Aerea,Ocio,San Miguel,10,1065,2022,11,19,4,106.5
306,2022-04-05,Honduras,Aerea,Familiares,San Miguel,9,1802,2022,4,5,2,200.22
307,2023-08-13,Honduras,Aerea,Religioso,San Miguel,10,2017,2023,8,13,3,201.7
308,2022-04-15,Estados Unidos,Aerea,Familiares,Santa Ana,2,913,2022,4,15,2,456.5
309,2024-10-30,Costa Rica,Terrestre,Ocio,San Salvador,8,1560,2024,10,30,4,195.0
310,2023-11-12,Costa Rica,Aerea,Familiares,Sonsonate,10,1019,2023,11,12,4,101.9
311,2023-01-20,Estados Unidos,Aerea,Ocio,Santa Ana,1,1849,2023,1,20,1,1849.0
312,2021-02-07,Estados Unidos,Aerea,Ocio,San Miguel,4,832,2021,2,7,1,208.0
313,2021-08-18,Nicaragua,Aerea,Familiares,Sonsonate,3,1209,2021,8,18,3,403.0
314,2024-10-20,Estados Unidos,Aerea,Familiares,La Paz,10,303,2024,10,20,4,30.3
315,2022-07-17,Estados Unidos,Terrestre,Familiares,La Libertad,2,1653,2022,7,17,3,826.5
316,2022-03-14,Honduras,Aerea,Familiares,La Libertad,3,385,2022,3,14,1,128.33
317,2024-07-30,Guatemala,Aerea,Familiares,Ahuachapan,3,2479,2024,7,30,3,826.33
318,2021-01-27,Guatemala,Aerea,Familiares,La Paz,9,2151,2021,1,27,1,239.0
319,2021-08-14,Estados Unidos,Aerea,Salud,Sonsonate,3,1807,2021,8,14,3,602.33
320,2024-07-24,Guatemala,Aerea,Familiares,San Miguel,9,599,2024,7,24,3,66.56
321,2023-03-09,Guatemala,Terrestre,Ocio,La Libertad,4,2377,2023,3,9,1,594.25
322,2021-10-11,Estados Unidos,Terrestre,Familiares,Ahuachapan,1,1954,2021,10,11,4,1954.0
323,2023-05-29,Estados Unidos,Terrestre,Negocios,San Miguel,8,2108,2023,5,29,2,263.5
324,2023-08-18,Guatemala,Aerea,Ocio,La Libertad,10,163,2023,8,18,3,16.3
325,2022-03-29,Costa Rica,Terrestre,Familiares,Sonsonate,5,2276,2022,3,29,1,455.2
326,2023-10-17,Costa Rica,Terrestre,Ocio,Ahuachapan,2,247,2023,10,17,4,123.5
327,2023-03-27,Estados Unidos,Terrestre,Ocio,San Salvador,9,139,2023,3,27,1,15.44
328,2022-10-21,Honduras,Aerea,Familiares,La Libertad,7,1914,2022,10,21,4,273.43
329,2022-07-01,Honduras,Aerea,Ocio,Usulutan,6,800,2022,7,1,3,133.33
330,2024-04-30,Honduras,Terrestre,Negocios,La Libertad,2,1558,2024,4,30,2,779.0
331,2023-12-09,Guatemala,Terrestre,Familiares,Usulutan,6,1989,2023,12,9,4,331.5
332,2021-01-17,Estados Unidos,Terrestre,Ocio,Usulutan,7,724,2021,1,17,1,103.43
333,2024-04-10,Honduras,Aerea,Negocios,San Salvador,5,316,2024,4,10,2,63.2
334,2024-05-28,Estados Unidos,Aerea,Salud,Sonsonate,5,274,2024,5,28,2,54.8
335,2021-06-07,Estados Unidos,Terrestre,Ocio,Ahuachapan,4,836,2021,6,7,2,209.0
336,2022-04-22,Guatemala,Aerea,Familiares,Sonsonate,10,1257,2022,4,22,2,125.7
337,2023-12-06,España,Terrestre,Ocio,San Salvador,1,1102,2023,12,6,4,1102.0
338,2024-10-28,Estados Unidos,Aerea,Familiares,La Libertad,10,1726,2024,10,28,4,172.6
339,2022-06-02,Guatemala,Terrestre,Ocio,Usulutan,7,925,2022,6,2,2,132.14
340,2021-04-09,Estados Unidos,Aerea,Ocio,San Salvador,3,327,2021,4,9,2,109.0
341,2023-11-27,Canada,Aerea,Familiares,La Paz,5,1375,2023,11,27,4,275.0
342,2021-10-07,Guatemala,Aerea,Ocio,San Miguel,8,1703,2021,10,7,4,212.88
343,2024-10-04,Estados Unidos,Terrestre,Ocio,San Salvador,2,379,2024,10,4,4,189.5
344,2022-05-12,Estados Unidos,Aerea,Familiares,San Miguel,4,438,2022,5,12,2,109.5
345,2021-10-29,Estados Unidos,Terrestre,Ocio,Ahuachapan,9,2329,2021,10,29,4,258.78
346,2021-06-30,Estados Unidos,Aerea,Familiares,Usulutan,11,1100,2021,6,30,2,100.0
347,2022-08-30,Estados Unidos,Terrestre,Ocio,Usulutan,2,334,2022,8,30,3,167.0
348,2024-01-28,Honduras,Aerea,Familiares,Santa Ana,8,2120,2024,1,28,1,265.0
349,2022-12-01,Estados Unidos,Aerea,Negocios,Ahuachapan,9,1634,2022,12,1,4,181.56
350,2023-09-20,Honduras,Terrestre,Familiares,Sonsonate,3,1077,2023,9,20,3,359.0
351,2024-02-14,Estados Unidos,Terrestre,Negocios,La Libertad,5,906,2024,2,14,1,181.2
352,2021-07-10,Guatemala,Terrestre,Familiares,La Libertad,4,1355,2021,7,10,3,338.75
353,2021-09-10,Estados Unidos,Aerea,Familiares,La Paz,10,1460,2021,9,10,3,146.0
354,2023-09-08,Estados Unidos,Terrestre,Familiares,La Libertad,10,2290,2023,9,8,3,229.0
355,2023-07-17,Guatemala,Terrestre,Familiares,La Paz,8,402,2023,7,17,3,50.25
356,2024-03-30,Estados Unidos,Terrestre,Ocio,La Paz,8,137,2024,3,30,1,17.12
357,2024-07-03,Nicaragua,Terrestre,Ocio,Sonsonate,11,723,2024,7,3,3,65.73
358,2024-09-08,Guatemala,Aerea,Ocio,La Paz,5,1901,2024,9,8,3,380.2
359,2021-05-08,Guatemala,Aerea,Ocio,Sonsonate,5,976,2021,5,8,2,195.2
360,2021-01-18,Estados Unidos,Aerea,Negocios,San Miguel,1,2154,2021,1,18,1,2154.0
361,2022-07-20,Estados Unidos,Terrestre,Familiares,Ahuachapan,5,2378,2022,7,20,3,475.6
362,2022-07-24,Guatemala,Terrestre,Negocios,San Miguel,1,1503,2022,7,24,3,1503.0
363,2024-09-08,Guatemala,Terrestre,Negocios,La Paz,4,1746,2024,9,8,3,436.5
364,2022-11-17,Estados Unidos,Aerea,Familiares,San Miguel,7,392,2022,11,17,4,56.0
365,2022-09-18,Estados Unidos,Terrestre,Ocio,San Salvador,11,759,2022,9,18,3,69.0
366,2024-08-04,Estados Unidos,Terrestre,Familiares,Ahuachapan,11,956,2024,8,4,3,86.91
367,2023-05-04,Guatemala,Aerea,Religioso,Sonsonate,2,2364,2023,5,4,2,1182.0
368,2023-08-20,Estados Unidos,Aerea,Ocio,Santa Ana,1,1902,2023,8,20,3,1902.0
369,2021-06-04,Guatemala,Terrestre,Familiares,San Salvador,2,1888,2021,6,4,2,944.0
370,2022-05-05,Estados Unidos,Aerea,Ocio,Usulutan,7,1428,2022,5,5,2,204.0
371,2024-11-10,Guatemala,Aerea,Ocio,La Paz,3,1439,2024,11,10,4,479.67
372,2023-02-24,Estados Unidos,Aerea,Ocio,Santa Ana,5,1650,2023,2,24,1,330.0
373,2024-02-02,Guatemala,Aerea,Familiares,Sonsonate,1,1301,2024,2,2,1,1301.0
374,2024-11-17,Estados Unidos,Aerea,Ocio,Santa Ana,10,1443,2024,11,17,4,144.3
375,2021-09-03,Estados Unidos,Terrestre,Religioso,Ahuachapan,10,2460,2021,9,3,3,246.0
376,2024-04-14,Estados Unidos,Aerea,Salud,Santa Ana,10,2216,2024,4,14,2,221.6
377,2023-11-29,Estados Unidos,Terrestre,Ocio,La Paz,8,1365,2023,11,29,4,170.62
378,2023-01-29,Estados Unidos,Aerea,Negocios,Ahuachapan,4,345,2023,1,29,1,86.25
379,2022-06-22,Honduras,Terrestre,Salud,San Salvador,10,1717,2022,6,22,2,171.7
380,2023-07-10,Mexico,Aerea,Familiares,Ahuachapan,2,535,2023,7,10,3,267.5
381,2022-02-12,Estados Unidos,Terrestre,Ocio,Santa Ana,8,307,2022,2,12,1,38.38
382,2022-06-09,Nicaragua,Aerea,Familiares,Ahuachapan,10,1564,2022,6,9,2,156.4
383,2023-04-08,Guatemala,Aerea,Ocio,Ahuachapan,5,2256,2023,4,8,2,451.2
384,2023-06-22,Estados Unidos,Aerea,Religioso,Ahuachapan,2,163,2023,6,22,2,81.5
385,2021-02-05,España,Aerea,Salud,San Salvador,9,2286,2021,2,5,1,254.0
386,2022-11-16,Nicaragua,Aerea,Religioso,San Miguel,6,2032,2022,11,16,4,338.67
387,2021-01-20,España,Terrestre,Familiares,Santa Ana,8,2191,2021,1,20,1,273.88
388,2021-11-17,Estados Unidos,Aerea,Negocios,Sonsonate,2,1506,2021,11,17,4,753.0
389,2022-05-27,Estados Unidos,Aerea,Negocios,La Paz,5,1750,2022,5,27,2,350.0
390,2022-02-04,Guatemala,Aerea,Ocio,Santa Ana,11,312,2022,2,4,1,28.36
391,2022-10-16,Guatemala,Aerea,Ocio,La Paz,3,705,2022,10,16,4,235.0
392,2023-08-30,Estados Unidos,Aerea,Religioso,San Miguel,8,317,2023,8,30,3,39.62
393,2022-04-16,Mexico,Aerea,Salud,San Miguel,1,1441,2022,4,16,2,1441.0
394,2024-03-12,Guatemala,Terrestre,Familiares,San Salvador,9,2228,2024,3,12,1,247.56
395,2024-01-21,Estados Unidos,Aerea,Familiares,Santa Ana,6,1726,2024,1,21,1,287.67
396,2024-10-09,Guatemala,Terrestre,Religioso,Sonsonate,1,2072,2024,10,9,4,2072.0
397,2023-04-14,Guatemala,Aerea,Familiares,La Libertad,3,1839,2023,4,14,2,613.0
398,2022-12-28,Estados Unidos,Terrestre,Familiares,Usulutan,8,1869,2022,12,28,4,233.62
399,2023-05-04,España,Terrestre,Familiares,San Salvador,8,853,2023,5,4,2,106.62
400,2021-02-20,Estados Unidos,Aerea,Ocio,Usulutan,3,1512,2021,2,20,1,504.0
401,2022-07-29,Estados Unidos,Aerea,Familiares,Ahuachapan,10,2141,2022,7,29,3,214.1
402,2024-04-28,Mexico,Terrestre,Negocios,La Paz,8,930,2024,4,28,2,116.25
403,2024-02-23,España,Terrestre,Ocio,Usulutan,6,2034,2024,2,23,1,339.0
404,2021-05-30,Nicaragua,Aerea,Familiares,San Salvador,7,278,2021,5,30,2,39.71
405,2021-11-10,Mexico,Aerea,Salud,Sonsonate,2,2034,2021,11,10,4,1017.0
406,2022-07-24,Guatemala,Aerea,Religioso,San Miguel,1,1681,2022,7,24,3,1681.0
407,2024-09-27,Costa Rica,Terrestre,Negocios,La Paz,11,601,2024,9,27,3,54.64
408,2021-11-01,Estados Unidos,Terrestre,Ocio,La Paz,1,1863,2021,11,1,4,1863.0
409,2022-11-13,Honduras,Terrestre,Negocios,Ahuachapan,3,1657,2022,11,13,4,552.33
410,2023-04-18,Honduras,Terrestre,Familiares,La Paz,7,465,2023,4,18,2,66.43
411,2023-12-14,Estados Unidos,Aerea,Familiares,La Libertad,9,229,2023,12,14,4,25.44
412,2023-09-30,Guatemala,Aerea,Religioso,Ahuachapan,2,1917,2023,9,30,3,958.5
413,2022-03-20,Guatemala,Terrestre,Ocio,San Miguel,6,349,2022,3,20,1,58.17
414,2022-09-05,Honduras,Aerea,Familiares,San Miguel,8,266,2022,9,5,3,33.25
415,2023-09-20,Estados Unidos,Aerea,Negocios,La Libertad,11,2059,2023,9,20,3,187.18
416,2021-09-21,Honduras,Aerea,Ocio,La Paz,9,192,2021,9,21,3,21.33
417,2023-12-13,Estados Unidos,Terrestre,Familiares,Ahuachapan,10,2396,2023,12,13,4,239.6
418,2023-10-01,Estados Unidos,Terrestre,Familiares,La Libertad,3,280,2023,10,1,4,93.33
419,2021-01-05,Mexico,Aerea,Ocio,La Paz,5,1264,2021,1,5,1,252.8
420,2024-02-01,Guatemala,Aerea,Ocio,Sonsonate,5,1755,2024,2,1,1,351.0
421,2024-05-04,Estados Unidos,Aerea,Familiares,La Paz,11,262,2024,5,4,2,23.82
422,2023-02-13,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1753,2023,2,13,1,219.12
423,2023-05-27,Honduras,Terrestre,Familiares,La Libertad,1,1092,2023,5,27,2,1092.0
424,2023-09-19,España,Terrestre,Familiares,Sonsonate,11,1713,2023,9,19,3,155.73
425,2023-06-03,Canada,Terrestre,Negocios,Sonsonate,3,2384,2023,6,3,2,794.67
426,2024-10-05,Honduras,Aerea,Ocio,La Libertad,6,1070,2024,10,5,4,178.33
427,2021-02-16,Estados Unidos,Terrestre,Ocio,Ahuachapan,6,839,2021,2,16,1,139.83
428,2023-05-17,Estados Unidos,Aerea,Ocio,La Paz,4,311,2023,5,17,2,77.75
429,2023-04-03,Estados Unidos,Terrestre,Ocio,La Libertad,5,1381,2023,4,3,2,276.2
430,2023-07-25,Estados Unidos,Terrestre,Negocios,San Salvador,10,1697,2023,7,25,3,169.7
431,2022-10-18,Estados Unidos,Terrestre,Negocios,La Libertad,3,2170,2022,10,18,4,723.33
432,2021-09-26,Estados Unidos,Terrestre,Familiares,Sonsonate,4,706,2021,9,26,3,176.5
433,2022-01-05,Guatemala,Aerea,Ocio,La Paz,10,534,2022,1,5,1,53.4
434,2022-09-28,Estados Unidos,Terrestre,Ocio,Santa Ana,10,781,2022,9,28,3,78.1
435,2024-02-04,Honduras,Aerea,Familiares,Usulutan,1,2181,2024,2,4,1,2181.0
436,2022-10-19,Costa Rica,Aerea,Familiares,La Paz,6,1726,2022,10,19,4,287.67
437,2021-04-30,Guatemala,Aerea,Familiares,Sonsonate,5,532,2021,4,30,2,106.4
438,2023-04-11,Honduras,Aerea,Familiares,San Miguel,5,1774,2023,4,11,2,354.8
439,2023-12-18,Honduras,Terrestre,Ocio,La Paz,4,522,2023,12,18,4,130.5
440,2024-10-01,Estados Unidos,Aerea,Negocios,Usulutan,9,190,2024,10,1,4,21.11
441,2023-01-11,Estados Unidos,Aerea,Familiares,Sonsonate,11,1637,2023,1,11,1,148.82
442,2021-04-27,Estados Unidos,Aerea,Ocio,Usulutan,11,781,2021,4,27,2,71.0
443,2023-03-02,Estados Unidos,Terrestre,Ocio,Santa Ana,9,530,2023,3,2,1,58.89
444,2024-02-25,Honduras,Terrestre,Ocio,Ahuachapan,5,1955,2024,2,25,1,391.0
445,2024-11-17,Canada,Aerea,Ocio,San Miguel,7,1560,2024,11,17,4,222.86
446,2023-10-10,Costa Rica,Terrestre,Ocio,San Miguel,3,1600,2023,10,10,4,533.33
447,2023-12-18,Estados Unidos,Terrestre,Negocios,La Libertad,1,1157,2023,12,18,4,1157.0
448,2022-09-26,España,Aerea,Religioso,Usulutan,1,1929,2022,9,26,3,1929.0
449,2022-05-28,Estados Unidos,Aerea,Familiares,Usulutan,3,585,2022,5,28,2,195.0
450,2023-03-13,Nicaragua,Aerea,Familiares,San Miguel,3,553,2023,3,13,1,184.33
451,2024-01-25,Estados Unidos,Aerea,Ocio,Usulutan,5,1378,2024,1,25,1,275.6
452,2024-02-16,Estados Unidos,Terrestre,Familiares,San Salvador,8,2274,2024,2,16,1,284.25
453,2022-07-14,Estados Unidos,Aerea,Ocio,Ahuachapan,6,1854,2022,7,14,3,309.0
454,2022-05-03,Mexico,Aerea,Ocio,La Paz,8,1112,2022,5,3,2,139.0
455,2024-06-14,Estados Unidos,Terrestre,Religioso,Santa Ana,7,801,2024,6,14,2,114.43
456,2023-06-16,Estados Unidos,Terrestre,Ocio,La Paz,1,1922,2023,6,16,2,1922.0
457,2024-07-19,Canada,Aerea,Ocio,San Salvador,10,440,2024,7,19,3,44.0
458,2024-04-27,Costa Rica,Terrestre,Ocio,San Salvador,8,281,2024,4,27,2,35.12
459,2022-12-05,Estados Unidos,Aerea,Negocios,San Salvador,1,1279,2022,12,5,4,1279.0
460,2022-08-04,Honduras,Aerea,Familiares,Santa Ana,5,439,2022,8,4,3,87.8
461,2023-03-01,Estados Unidos,Terrestre,Familiares,San Miguel,3,212,2023,3,1,1,70.67
462,2023-05-11,Estados Unidos,Terrestre,Ocio,San Salvador,7,1521,2023,5,11,2,217.29
463,2021-09-04,Guatemala,Aerea,Salud,San Salvador,5,1343,2021,9,4,3,268.6
464,2024-01-05,Estados Unidos,Terrestre,Negocios,Usulutan,2,1178,2024,1,5,1,589.0
465,2021-06-03,Guatemala,Terrestre,Familiares,Usulutan,1,1515,2021,6,3,2,1515.0
466,2024-12-29,Guatemala,Terrestre,Familiares,San Miguel,10,1701,2024,12,29,4,170.1
467,2023-09-24,Guatemala,Aerea,Ocio,San Salvador,6,1951,2023,9,24,3,325.17
468,2024-01-15,Honduras,Terrestre,Religioso,San Salvador,6,1185,2024,1,15,1,197.5
469,2022-11-28,Honduras,Terrestre,Ocio,San Miguel,8,631,2022,11,28,4,78.88
470,2024-08-01,Estados Unidos,Terrestre,Ocio,Santa Ana,9,675,2024,8,1,3,75.0
471,2024-05-28,Estados Unidos,Terrestre,Ocio,La Paz,2,1573,2024,5,28,2,786.5
472,2023-12-29,Guatemala,Aerea,Salud,Santa Ana,5,971,2023,12,29,4,194.2
473,2023-12-07,Honduras,Aerea,Ocio,San Miguel,5,288,2023,12,7,4,57.6
474,2023-10-06,Guatemala,Aerea,Ocio,Santa Ana,10,774,2023,10,6,4,77.4
475,2021-04-04,Guatemala,Aerea,Ocio,San Salvador,8,427,2021,4,4,2,53.38
476,2023-08-16,Estados Unidos,Terrestre,Ocio,La Libertad,9,1979,2023,8,16,3,219.89
477,2023-10-09,Guatemala,Terrestre,Ocio,San Miguel,5,510,2023,10,9,4,102.0
478,2022-03-29,Estados Unidos,Terrestre,Familiares,La Paz,5,2058,2022,3,29,1,411.6
479,2024-05-12,Canada,Aerea,Ocio,Ahuachapan,3,707,2024,5,12,2,235.67
480,2023-07-01,Guatemala,Aerea,Familiares,La Paz,6,1989,2023,7,1,3,331.5
481,2021-08-06,Estados Unidos,Aerea,Religioso,Ahuachapan,7,124,2021,8,6,3,17.71
482,2022-04-19,Guatemala,Terrestre,Familiares,La Libertad,3,321,2022,4,19,2,107.0
483,2022-03-08,Nicaragua,Terrestre,Salud,Ahuachapan,2,1388,2022,3,8,1,694.0
484,2021-12-07,Estados Unidos,Terrestre,Salud,La Paz,2,1726,2021,12,7,4,863.0
485,2022-07-05,Guatemala,Aerea,Ocio,San Miguel,9,911,2022,7,5,3,101.22
486,2024-08-05,Honduras,Terrestre,Familiares,San Salvador,6,632,2024,8,5,3,105.33
487,2024-07-01,Honduras,Aerea,Familiares,San Salvador,2,259,2024,7,1,3,129.5
488,2021-12-23,Estados Unidos,Aerea,Familiares,San Salvador,5,699,2021,12,23,4,139.8
489,2021-01-23,Guatemala,Aerea,Familiares,San Salvador,7,1121,2021,1,23,1,160.14
490,2022-06-06,Canada,Aerea,Ocio,Sonsonate,1,1403,2022,6,6,2,1403.0
491,2024-01-29,España,Terrestre,Ocio,San Salvador,11,174,2024,1,29,1,15.82
492,2023-03-13,Guatemala,Terrestre,Familiares,Sonsonate,8,2482,2023,3,13,1,310.25
493,2024-04-18,España,Aerea,Negocios,San Miguel,11,304,2024,4,18,2,27.64
494,2024-05-31,Guatemala,Aerea,Ocio,La Paz,6,765,2024,5,31,2,127.5
495,2023-02-01,Estados Unidos,Aerea,Familiares,La Paz,1,2467,2023,2,1,1,2467.0
496,2022-03-18,Guatemala,Aerea,Familiares,Sonsonate,8,696,2022,3,18,1,87.0
497,2023-02-08,Estados Unidos,Terrestre,Ocio,La Paz,5,1350,2023,2,8,1,270.0
498,2023-10-13,Estados Unidos,Aerea,Familiares,Santa Ana,7,708,2023,10,13,4,101.14
499,2024-09-10,Guatemala,Aerea,Ocio,La Libertad,10,142,2024,9,10,3,14.2
500,2022-05-31,Nicaragua,Aerea,Ocio,Santa Ana,4,1040,2022,5,31,2,260.0
501,2023-11-06,Honduras,Aerea,Ocio,Sonsonate,2,1201,2023,11,6,4,600.5
502,2023-03-03,Guatemala,Aerea,Familiares,La Libertad,8,297,2023,3,3,1,37.12
503,2021-12-02,Estados Unidos,Terrestre,Negocios,San Miguel,4,809,2021,12,2,4,202.25
504,2021-09-15,Estados Unidos,Terrestre,Familiares,Sonsonate,8,2477,2021,9,15,3,309.62
505,2022-05-12,Estados Unidos,Aerea,Negocios,San Salvador,9,809,2022,5,12,2,89.89
506,2023-06-15,Honduras,Aerea,Familiares,La Libertad,11,2092,2023,6,15,2,190.18
507,2021-06-09,Estados Unidos,Aerea,Familiares,Sonsonate,4,494,2021,6,9,2,123.5
508,2023-05-02,Estados Unidos,Aerea,Familiares,San Salvador,8,778,2023,5,2,2,97.25
509,2022-11-21,Estados Unidos,Aerea,Ocio,La Paz,4,171,2022,11,21,4,42.75
510,2022-01-15,Honduras,Terrestre,Religioso,Usulutan,8,564,2022,1,15,1,70.5
511,2023-08-15,Mexico,Terrestre,Familiares,Sonsonate,1,988,2023,8,15,3,988.0
512,2022-11-22,Honduras,Aerea,Familiares,San Miguel,2,1231,2022,11,22,4,615.5
513,2024-12-21,Estados Unidos,Aerea,Familiares,La Libertad,10,481,2024,12,21,4,48.1
514,2024-07-15,Estados Unidos,Aerea,Familiares,La Paz,3,2060,2024,7,15,3,686.67
515,2024-12-11,Estados Unidos,Aerea,Familiares,Sonsonate,2,1366,2024,12,11,4,683.0
516,2024-04-06,Estados Unidos,Terrestre,Ocio,Sonsonate,10,600,2024,4,6,2,60.0
517,2023-12-03,Estados Unidos,Aerea,Familiares,La Paz,8,1898,2023,12,3,4,237.25
518,2021-10-12,Estados Unidos,Aerea,Familiares,San Miguel,10,1566,2021,10,12,4,156.6
519,2022-02-01,Estados Unidos,Terrestre,Ocio,Ahuachapan,11,2378,2022,2,1,1,216.18
520,2021-01-12,Estados Unidos,Terrestre,Ocio,Ahuachapan,9,276,2021,1,12,1,30.67
521,2024-08-18,Estados Unidos,Aerea,Familiares,San Miguel,9,1560,2024,8,18,3,173.33
522,2024-06-30,Guatemala,Aerea,Salud,Usulutan,1,1186,2024,6,30,2,1186.0
523,2022-05-14,España,Aerea,Ocio,San Salvador,9,1758,2022,5,14,2,195.33
524,2023-01-24,Mexico,Terrestre,Ocio,La Libertad,8,2469,2023,1,24,1,308.62
525,2021-02-04,Estados Unidos,Terrestre,Negocios,San Miguel,8,1528,2021,2,4,1,191.0
526,2022-12-28,Estados Unidos,Terrestre,Religioso,San Salvador,3,859,2022,12,28,4,286.33
527,2023-04-29,Mexico,Terrestre,Familiares,Ahuachapan,8,1307,2023,4,29,2,163.38
528,2021-03-31,Estados Unidos,Terrestre,Familiares,La Libertad,2,437,2021,3,31,1,218.5
529,2023-02-15,Nicaragua,Aerea,Negocios,Ahuachapan,2,396,2023,2,15,1,198.0
530,2022-08-28,Guatemala,Terrestre,Ocio,Usulutan,4,1036,2022,8,28,3,259.0
531,2023-08-28,Costa Rica,Terrestre,Familiares,La Paz,7,646,2023,8,28,3,92.29
532,2023-10-19,Mexico,Aerea,Familiares,San Salvador,4,1193,2023,10,19,4,298.25
533,2022-02-22,Honduras,Aerea,Ocio,San Miguel,2,2365,2022,2,22,1,1182.5
534,2021-04-25,Guatemala,Aerea,Negocios,Usulutan,5,2312,2021,4,25,2,462.4
535,2022-09-09,Estados Unidos,Aerea,Ocio,Santa Ana,8,1520,2022,9,9,3,190.0
536,2024-05-04,Estados Unidos,Terrestre,Negocios,Santa Ana,7,1637,2024,5,4,2,233.86
537,2023-04-06,Estados Unidos,Aerea,Familiares,Sonsonate,7,177,2023,4,6,2,25.29
538,2024-01-04,Estados Unidos,Terrestre,Familiares,San Salvador,9,1437,2024,1,4,1,159.67
539,2022-02-17,Estados Unidos,Aerea,Familiares,San Miguel,5,2359,2022,2,17,1,471.8
540,2024-10-31,Estados Unidos,Terrestre,Salud,Sonsonate,4,805,2024,10,31,4,201.25
541,2024-12-14,Mexico,Terrestre,Negocios,San Miguel,10,2486,2024,12,14,4,248.6
542,2022-12-30,Estados Unidos,Terrestre,Ocio,San Salvador,11,675,2022,12,30,4,61.36
543,2024-07-24,Estados Unidos,Aerea,Familiares,La Libertad,9,130,2024,7,24,3,14.44
544,2023-10-18,Estados Unidos,Terrestre,Ocio,Usulutan,11,2063,2023,10,18,4,187.55
545,2023-01-31,Guatemala,Aerea,Negocios,La Libertad,11,1748,2023,1,31,1,158.91
546,2022-11-07,Estados Unidos,Terrestre,Negocios,Usulutan,11,133,2022,11,7,4,12.09
547,2024-11-18,España,Aerea,Ocio,La Paz,1,1357,2024,11,18,4,1357.0
548,2022-04-02,Guatemala,Terrestre,Familiares,Ahuachapan,6,1487,2022,4,2,2,247.83
549,2023-07-09,Guatemala,Terrestre,Ocio,Santa Ana,11,2232,2023,7,9,3,202.91
550,2021-07-11,Estados Unidos,Terrestre,Ocio,Santa Ana,3,1354,2021,7,11,3,451.33
551,2023-01-09,Guatemala,Terrestre,Familiares,La Paz,6,2007,2023,1,9,1,334.5
552,2024-01-28,Nicaragua,Aerea,Salud,La Paz,7,1404,2024,1,28,1,200.57
553,2023-09-05,Estados Unidos,Aerea,Familiares,La Paz,1,1504,2023,9,5,3,1504.0
554,2023-10-06,Estados Unidos,Aerea,Negocios,San Miguel,6,187,2023,10,6,4,31.17
