id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total
376,2024-04-14,Estados Unidos,Aerea,Salud,Santa Ana,10,2216
377,2023-11-29,Estados Unidos,Terrestre,Ocio,La Paz,8,1365
378,2023-01-29,Estados Unidos,Aerea,Negocios,Ahuachapan,4,345
379,2022-06-22,Honduras,Terrestre,Salud,San Salvador,10,1717
380,2023-07-10,Mexico,Aerea,Familiares,Ahuachapan,2,535
381,2022-02-12,Estados Unidos,Terrestre,Ocio,Santa Ana,8,307
382,2022-06-09,Nicaragua,Aerea,Familiares,Ahuachapan,10,1564
383,2023-04-08,Guatemala,Aerea,Ocio,Ahuachapan,5,2256
384,2023-06-22,Estados Unidos,Aerea,Religioso,Ahuachapan,2,163
385,2021-02-05,España,Aerea,Salud,San Salvador,9,2286
386,2022-11-16,Nicaragua,Aerea,Religioso,San Miguel,6,2032
387,2021-01-20,España,Terrestre,Familiares,Santa Ana,8,2191
388,2021-11-17,Estados Unidos,Aerea,Negocios,Sonsonate,2,1506
389,2022-05-27,Estados Unidos,Aerea,Negocios,La Paz,5,1750
390,2022-02-04,Guatemala,Aerea,Ocio,Santa Ana,11,312
391,2022-10-16,Guatemala,Aerea,Ocio,La Paz,3,705
392,2023-08-30,Estados Unidos,Aerea,Religioso,San Miguel,8,317
393,2022-04-16,Mexico,Aerea,Salud,San Miguel,1,1441
394,2024-03-12,Guatemala,Terrestre,Familiares,San Salvador,9,2228
395,2024-01-21,Estados Unidos,Aerea,Familiares,Santa Ana,6,1726
396,2024-10-09,Guatemala,Terrestre,Religioso,Sonsonate,1,2072
397,2023-04-14,Guatemala,Aerea,Familiares,La Libertad,3,1839
398,2022-12-28,Estados Unidos,Terrestre,Familiares,Usulutan,8,1869
399,2023-05-04,España,Terrestre,Familiares,San Salvador,8,853
400,2021-02-20,Estados Unidos,Aerea,Ocio,Usulutan,3,1512
401,2022-07-29,Estados Unidos,Aerea,Familiares,Ahuachapan,10,2141
402,2024-04-28,Mexico,Terrestre,Negocios,La Paz,8,930
403,2024-02-23,España,Terrestre,Ocio,Usulutan,6,2034
404,2021-05-30,Nicaragua,Aerea,Familiares,San Salvador,7,278
405,2021-11-10,Mexico,Aerea,Salud,Sonsonate,2,2034
406,2022-07-24,Guatemala,Aerea,Religioso,San Miguel,1,1681
407,2024-09-27,Costa Rica,Terrestre,Negocios,La Paz,11,601
408,2021-11-01,Estados Unidos,Terrestre,Ocio,La Paz,1,1863
409,2022-11-13,Honduras,Terrestre,Negocios,Ahuachapan,3,1657
410,2023-04-18,Honduras,Terrestre,Familiares,La Paz,7,465
411,2023-12-14,Estados Unidos,Aerea,Familiares,La Libertad,9,229
412,2023-09-30,Guatemala,Aerea,Religioso,Ahuachapan,2,1917
413,2022-03-20,Guatemala,Terrestre,Ocio,San Miguel,6,349
414,2022-09-05,Honduras,Aerea,Familiares,San Miguel,8,266
415,2023-09-20,Estados Unidos,Aerea,Negocios,La Libertad,11,2059
416,2021-09-21,Honduras,Aerea,Ocio,La Paz,9,192
417,2023-12-13,Estados Unidos,Terrestre,Familiares,Ahuachapan,10,2396
418,2023-10-01,Estados Unidos,Terrestre,Familiares,La Libertad,3,280
419,2021-01-05,Mexico,Aerea,Ocio,La Paz,5,1264
420,2024-02-01,Guatemala,Aerea,Ocio,Sonsonate,5,1755
421,2024-05-04,Estados Unidos,Aerea,Familiares,La Paz,11,262
422,2023-02-13,Estados Unidos,Aerea,Familiares,Ahuachapan,8,1753
423,2023-05-27,Honduras,Terrestre,Familiares,La Libertad,1,1092
424,2023-09-19,España,Terrestre,Familiares,Sonsonate,11,1713
425,2023-06-03,Canada,Terrestre,Negocios,Sonsonate,3,2384
426,2024-10-05,Honduras,Aerea,Ocio,La Libertad,6,1070
427,2021-02-16,Estados Unidos,Terrestre,Ocio,Ahuachapan,6,839
428,2023-05-17,Estados Unidos,Aerea,Ocio,La Paz,4,311
429,2023-04-03,Estados Unidos,Terrestre,Ocio,La Libertad,5,1381
430,2023-07-25,Estados Unidos,Terrestre,Negocios,San Salvador,10,1697
431,2022-10-18,Estados Unidos,Terrestre,Negocios,La Libertad,3,2170
432,2021-09-26,Estados Unidos,Terrestre,Familiares,Sonsonate,4,706
433,2022-01-05,Guatemala,Aerea,Ocio,La Paz,10,534
434,2022-09-28,Estados Unidos,Terrestre,Ocio,Santa Ana,10,781
435,2024-02-04,Honduras,Aerea,Familiares,Usulutan,1,2181
436,2022-10-19,Costa Rica,Aerea,Familiares,La Paz,6,1726
437,2021-04-30,Guatemala,Aerea,Familiares,Sonsonate,5,532
438,2023-04-11,Honduras,Aerea,Familiares,San Miguel,5,1774
439,2023-12-18,Honduras,Terrestre,Ocio,La Paz,4,522
440,2024-10-01,Estados Unidos,Aerea,Negocios,Usulutan,9,190
441,2023-01-11,Estados Unidos,Aerea,Familiares,Sonsonate,11,1637
442,2021-04-27,Estados Unidos,Aerea,Ocio,Usulutan,11,781
443,2023-03-02,Estados Unidos,Terrestre,Ocio,Santa Ana,9,530
444,2024-02-25,Honduras,Terrestre,Ocio,Ahuachapan,5,1955
445,2024-11-17,Canada,Aerea,Ocio,San Miguel,7,1560
446,2023-10-10,Costa Rica,Terrestre,Ocio,San Miguel,3,1600
447,2023-12-18,Estados Unidos,Terrestre,Negocios,La Libertad,1,1157
448,2022-09-26,España,Aerea,Religioso,Usulutan,1,1929
449,2022-05-28,Estados Unidos,Aerea,Familiares,Usulutan,3,585
450,2023-03-13,Nicaragua,Aerea,Familiares,San Miguel,3,553
451,2024-01-25,Estados Unidos,Aerea,Ocio,Usulutan,5,1378
452,2024-02-16,Estados Unidos,Terrestre,Familiares,San Salvador,8,2274
453,2022-07-14,Estados Unidos,Aerea,Ocio,Ahuachapan,6,1854
454,2022-05-03,Mexico,Aerea,Ocio,La Paz,8,1112
455,2024-06-14,Estados Unidos,Terrestre,Religioso,Santa Ana,7,801
456,2023-06-16,Estados Unidos,Terrestre,Ocio,La Paz,1,1922
457,2024-07-19,Canada,Aerea,Ocio,San Salvador,10,440
458,2024-04-27,Costa Rica,Terrestre,Ocio,San Salvador,8,281
459,2022-12-05,Estados Unidos,Aerea,Negocios,San Salvador,1,1279
460,2022-08-04,Honduras,Aerea,Familiares,Santa Ana,5,439
461,2023-03-01,Estados Unidos,Terrestre,Familiares,San Miguel,3,212
462,2023-05-11,Estados Unidos,Terrestre,Ocio,San Salvador,7,1521
463,2021-09-04,Guatemala,Aerea,Salud,San Salvador,5,1343
464,2024-01-05,Estados Unidos,Terrestre,Negocios,Usulutan,2,1178
465,2021-06-03,Guatemala,Terrestre,Familiares,Usulutan,1,1515
466,2024-12-29,Guatemala,Terrestre,Familiares,San Miguel,10,1701
467,2023-09-24,Guatemala,Aerea,Ocio,San Salvador,6,1951
468,2024-01-15,Honduras,Terrestre,Religioso,San Salvador,6,1185
469,2022-11-28,Honduras,Terrestre,Ocio,San Miguel,8,631
470,2024-08-01,Estados Unidos,Terrestre,Ocio,Santa Ana,9,675
471,2024-05-28,Estados Unidos,Terrestre,Ocio,La Paz,2,1573
472,2023-12-29,Guatemala,Aerea,Salud,Santa Ana,5,971
473,2023-12-07,Honduras,Aerea,Ocio,San Miguel,5,288
474,2023-10-06,Guatemala,Aerea,Ocio,Santa Ana,10,774
475,2021-04-04,Guatemala,Aerea,Ocio,San Salvador,8,427
476,2023-08-16,Estados Unidos,Terrestre,Ocio,La Libertad,9,1979
477,2023-10-09,Guatemala,Terrestre,Ocio,San Miguel,5,510
478,2022-03-29,Estados Unidos,Terrestre,Familiares,La Paz,5,2058
479,2024-05-12,Canada,Aerea,Ocio,Ahuachapan,3,707
480,2023-07-01,Guatemala,Aerea,Familiares,La Paz,6,1989
481,2021-08-06,Estados Unidos,Aerea,Religioso,Ahuachapan,7,124
482,2022-04-19,Guatemala,Terrestre,Familiares,La Libertad,3,321
483,2022-03-08,Nicaragua,Terrestre,Salud,Ahuachapan,2,1388
484,2021-12-07,Estados Unidos,Terrestre,Salud,La Paz,2,1726
485,2022-07-05,Guatemala,Aerea,Ocio,San Miguel,9,911
486,2024-08-05,Honduras,Terrestre,Familiares,San Salvador,6,632
487,2024-07-01,Honduras,Aerea,Familiares,San Salvador,2,259
488,2021-12-23,Estados Unidos,Aerea,Familiares,San Salvador,5,699
489,2021-01-23,Guatemala,Aerea,Familiares,San Salvador,7,1121
490,2022-06-06,Canada,Aerea,Ocio,Sonsonate,1,1403
491,2024-01-29,España,Terrestre,Ocio,San Salvador,11,174
492,2023-03-13,Guatemala,Terrestre,Familiares,Sonsonate,8,2482
493,2024-04-18,España,Aerea,Negocios,San Miguel,11,304
494,2024-05-31,Guatemala,Aerea,Ocio,La Paz,6,765
495,2023-02-01,Estados Unidos,Aerea,Familiares,La Paz,1,2467
496,2022-03-18,Guatemala,Aerea,Familiares,Sonsonate,8,696
497,2023-02-08,Estados Unidos,Terrestre,Ocio,La Paz,5,1350
498,2023-10-13,Estados Unidos,Aerea,Familiares,Santa Ana,7,708
499,2024-09-10,Guatemala,Aerea,Ocio,La Libertad,10,142
500,2022-05-31,Nicaragua,Aerea,Ocio,Santa Ana,4,1040
501,2023-11-06,Honduras,Aerea,Ocio,Sonsonate,2,1201
502,2023-03-03,Guatemala,Aerea,Familiares,La Libertad,8,297
503,2021-12-02,Estados Unidos,Terrestre,Negocios,San Miguel,4,809
504,2021-09-15,Estados Unidos,Terrestre,Familiares,Sonsonate,8,2477
505,2022-05-12,Estados Unidos,Aerea,Negocios,San Salvador,9,809
506,2023-06-15,Honduras,Aerea,Familiares,La Libertad,11,2092
507,2021-06-09,Estados Unidos,Aerea,Familiares,Sonsonate,4,494
508,2023-05-02,Estados Unidos,Aerea,Familiares,San Salvador,8,778
509,2022-11-21,Estados Unidos,Aerea,Ocio,La Paz,4,171
510,2022-01-15,Honduras,Terrestre,Religioso,Usulutan,8,564
511,2023-08-15,Mexico,Terrestre,Familiares,Sonsonate,1,988
512,2022-11-22,Honduras,Aerea,Familiares,San Miguel,2,1231
513,2024-12-21,Estados Unidos,Aerea,Familiares,La Libertad,10,481
514,2024-07-15,Estados Unidos,Aerea,Familiares,La Paz,3,2060
515,2024-12-11,Estados Unidos,Aerea,Familiares,Sonsonate,2,1366
516,2024-04-06,Estados Unidos,Terrestre,Ocio,Sonsonate,10,600
517,2023-12-03,Estados Unidos,Aerea,Familiares,La Paz,8,1898
518,2021-10-12,Estados Unidos,Aerea,Familiares,San Miguel,10,1566
519,2022-02-01,Estados Unidos,Terrestre,Ocio,Ahuachapan,11,2378
520,2021-01-12,Estados Unidos,Terrestre,Ocio,Ahuachapan,9,276
521,2024-08-18,Estados Unidos,Aerea,Familiares,San Miguel,9,1560
522,2024-06-30,Guatemala,Aerea,Salud,Usulutan,1,1186
523,2022-05-14,España,Aerea,Ocio,San Salvador,9,1758
524,2023-01-24,Mexico,Terrestre,Ocio,La Libertad,8,2469
525,2021-02-04,Estados Unidos,Terrestre,Negocios,San Miguel,8,1528
526,2022-12-28,Estados Unidos,Terrestre,Religioso,San Salvador,3,859
527,2023-04-29,Mexico,Terrestre,Familiares,Ahuachapan,8,1307
528,2021-03-31,Estados Unidos,Terrestre,Familiares,La Libertad,2,437
529,2023-02-15,Nicaragua,Aerea,Negocios,Ahuachapan,2,396
530,2022-08-28,Guatemala,Terrestre,Ocio,Usulutan,4,1036
531,2023-08-28,Costa Rica,Terrestre,Familiares,La Paz,7,646
532,2023-10-19,Mexico,Aerea,Familiares,San Salvador,4,1193
533,2022-02-22,Honduras,Aerea,Ocio,San Miguel,2,2365
534,2021-04-25,Guatemala,Aerea,Negocios,Usulutan,5,2312
535,2022-09-09,Estados Unidos,Aerea,Ocio,Santa Ana,8,1520
536,2024-05-04,Estados Unidos,Terrestre,Negocios,Santa Ana,7,1637
537,2023-04-06,Estados Unidos,Aerea,Familiares,Sonsonate,7,177
538,2024-01-04,Estados Unidos,Terrestre,Familiares,San Salvador,9,1437
539,2022-02-17,Estados Unidos,Aerea,Familiares,San Miguel,5,2359
540,2024-10-31,Estados Unidos,Terrestre,Salud,Sonsonate,4,805
541,2024-12-14,Mexico,Terrestre,Negocios,San Miguel,10,2486
542,2022-12-30,Estados Unidos,Terrestre,Ocio,San Salvador,11,675
543,2024-07-24,Estados Unidos,Aerea,Familiares,La Libertad,9,130
544,2023-10-18,Estados Unidos,Terrestre,Ocio,Usulutan,11,2063
545,2023-01-31,Guatemala,Aerea,Negocios,La Libertad,11,1748
546,2022-11-07,Estados Unidos,Terrestre,Negocios,Usulutan,11,133
547,2024-11-18,España,Aerea,Ocio,La Paz,1,1357
548,2022-04-02,Guatemala,Terrestre,Familiares,Ahuachapan,6,1487
549,2023-07-09,Guatemala,Terrestre,Ocio,Santa Ana,11,2232
550,2021-07-11,Estados Unidos,Terrestre,Ocio,Santa Ana,3,1354
551,2023-01-09,Guatemala,Terrestre,Familiares,La Paz,6,2007
552,2024-01-28,Nicaragua,Aerea,Salud,La Paz,7,1404
553,2023-09-05,Estados Unidos,Aerea,Familiares,La Paz,1,1504
554,2023-10-06,Estados Unidos,Aerea,Negocios,San Miguel,6,187
555,2021-04-06,Estados Unidos,Aerea,Familiares,La Paz,8,444
556,2022-10-25,España,Terrestre,Ocio,San Salvador,5,1236
557,2024-04-28,Estados Unidos,Terrestre,Familiares,La Paz,5,1437
558,2021-02-06,Canada,Terrestre,Ocio,Sonsonate,7,1447
559,2024-10-24,Estados Unidos,Aerea,Negocios,Ahuachapan,8,1173
560,2021-10-06,Guatemala,Aerea,Familiares,La Paz,7,2013
561,2021-08-05,Honduras,Aerea,Ocio,San Salvador,3,525
562,2023-05-17,Estados Unidos,Terrestre,Ocio,Santa Ana,6,1825
563,2023-05-23,Estados Unidos,Aerea,Religioso,Usulutan,9,1512
564,2024-07-20,Estados Unidos,Terrestre,Ocio,Santa Ana,2,1612
565,2021-03-03,Estados Unidos,Aerea,Familiares,Santa Ana,9,1130
566,2022-08-19,Nicaragua,Aerea,Religioso,Usulutan,3,1775
567,2022-12-30,Estados Unidos,Terrestre,Religioso,Ahuachapan,3,909
568,2024-09-27,Guatemala,Terrestre,Familiares,San Salvador,10,790
569,2022-02-01,Estados Unidos,Terrestre,Salud,Ahuachapan,2,562
570,2022-11-30,Estados Unidos,Aerea,Ocio,La Paz,3,1786
571,2023-11-09,Guatemala,Aerea,Religioso,La Libertad,7,349
572,2021-06-26,Guatemala,Aerea,Familiares,Santa Ana,3,208
573,2022-01-31,Estados Unidos,Terrestre,Familiares,Santa Ana,1,1441
574,2022-03-21,Guatemala,Aerea,Negocios,La Libertad,4,979
575,2024-06-10,Estados Unidos,Terrestre,Religioso,La Paz,7,575
576,2021-03-17,Mexico,Terrestre,Familiares,Usulutan,6,1915
577,2021-09-22,Estados Unidos,Terrestre,Ocio,Santa Ana,10,1995
578,2022-03-31,Estados Unidos,Aerea,Negocios,La Paz,3,2418
579,2022-12-19,Honduras,Aerea,Ocio,Sonsonate,1,527
580,2023-01-05,Estados Unidos,Terrestre,Negocios,Usulutan,8,2464
581,2024-11-08,Estados Unidos,Terrestre,Ocio,La Libertad,2,2280
582,2023-05-01,Estados Unidos,Terrestre,Ocio,San Salvador,5,2067
583,2024-10-22,Mexico,Aerea,Religioso,Ahuachapan,3,1689
584,2021-05-24,Costa Rica,Terrestre,Familiares,La Paz,4,2495
585,2023-06-04,Honduras,Aerea,Negocios,La Libertad,3,1756
586,2023-12-29,Guatemala,Aerea,Ocio,Ahuachapan,3,1767
587,2024-01-28,Guatemala,Terrestre,Familiares,Usulutan,3,2039
588,2022-01-31,Estados Unidos,Aerea,Familiares,La Libertad,10,1381
589,2023-11-15,Estados Unidos,Aerea,Religioso,La Libertad,11,1565
590,2023-08-06,Costa Rica,Aerea,Familiares,Usulutan,11,489
591,2023-06-10,Estados Unidos,Aerea,Familiares,San Miguel,8,2236
592,2024-03-20,Estados Unidos,Aerea,Salud,San Salvador,11,2331
593,2024-03-13,Canada,Aerea,Familiares,San Miguel,1,674
594,2022-07-23,Honduras,Aerea,Religioso,Santa Ana,2,1149
595,2023-11-29,Estados Unidos,Terrestre,Familiares,Ahuachapan,2,2287
596,2021-04-19,Estados Unidos,Terrestre,Ocio,Sonsonate,9,741
597,2023-12-02,Guatemala,Terrestre,Familiares,Santa Ana,7,488
598,2024-04-24,Guatemala,Aerea,Familiares,La Paz,10,1956
599,2023-07-24,Estados Unidos,Aerea,Ocio,La Libertad,7,721
600,2022-02-02,Estados Unidos,Terrestre,Salud,Santa Ana,8,882
601,2024-05-31,España,Aerea,Religioso,San Salvador,2,1572
602,2022-09-26,Estados Unidos,Aerea,Salud,San Salvador,10,2153
603,2024-03-02,Guatemala,Aerea,Ocio,Usulutan,11,1267
604,2024-04-01,Estados Unidos,Aerea,Familiares,San Miguel,1,1537
605,2024-05-23,Estados Unidos,Terrestre,Ocio,San Miguel,6,903
606,2023-01-03,Estados Unidos,Terrestre,Ocio,Sonsonate,3,2437
607,2021-08-23,Canada,Terrestre,Familiares,Santa Ana,2,1313
608,2022-10-20,Mexico,Terrestre,Negocios,San Miguel,3,696
609,2023-01-21,Estados Unidos,Terrestre,Ocio,Usulutan,4,1270
610,2022-08-11,Mexico,Aerea,Ocio,San Miguel,5,1629
611,2023-10-30,Estados Unidos,Aerea,Familiares,San Salvador,10,1974
612,2024-01-03,Guatemala,Terrestre,Familiares,San Miguel,10,620
613,2023-08-12,Estados Unidos,Aerea,Salud,Usulutan,4,334
614,2022-05-07,Mexico,Terrestre,Negocios,Ahuachapan,8,1273
615,2023-07-02,Estados Unidos,Aerea,Ocio,San Salvador,6,721
616,2024-06-30,Guatemala,Terrestre,Religioso,San Miguel,7,181
617,2024-06-07,Honduras,Terrestre,Familiares,Sonsonate,4,1701
618,2024-04-12,Estados Unidos,Aerea,Negocios,La Paz,7,227
619,2024-04-06,Estados Unidos,Terrestre,Ocio,Santa Ana,5,504
620,2021-06-19,Estados Unidos,Terrestre,Religioso,Usulutan,11,203
621,2024-11-17,Honduras,Terrestre,Ocio,La Paz,2,2186
622,2023-08-04,Estados Unidos,Terrestre,Ocio,La Libertad,9,1624
623,2023-03-06,Guatemala,Aerea,Familiares,Ahuachapan,2,2155
624,2022-09-26,Costa Rica,Terrestre,Familiares,La Paz,2,821
625,2024-05-02,Estados Unidos,Aerea,Familiares,San Salvador,3,1151
626,2021-01-29,Estados Unidos,Terrestre,Ocio,San Salvador,4,629
627,2024-04-03,Honduras,Terrestre,Familiares,Ahuachapan,7,1000
628,2024-12-16,Honduras,Aerea,Negocios,La Paz,5,1997
629,2021-12-05,Costa Rica,Terrestre,Familiares,La Paz,7,2022
630,2024-10-20,Estados Unidos,Terrestre,Negocios,La Libertad,1,2385
631,2024-09-27,Estados Unidos,Terrestre,Negocios,Usulutan,4,2013
632,2022-05-15,Nicaragua,Terrestre,Ocio,San Miguel,2,837
633,2022-05-26,Honduras,Terrestre,Familiares,La Libertad,6,681
634,2024-09-12,Guatemala,Aerea,Familiares,Santa Ana,2,298
635,2021-08-05,Estados Unidos,Terrestre,Familiares,San Salvador,4,700
636,2024-08-17,Estados Unidos,Terrestre,Ocio,Usulutan,5,810
637,2024-03-01,Estados Unidos,Terrestre,Ocio,Santa Ana,8,1987
638,2023-12-30,Costa Rica,Aerea,Familiares,Santa Ana,5,460
639,2024-06-29,Estados Unidos,Aerea,Familiares,La Paz,2,214
640,2024-12-09,Guatemala,Terrestre,Negocios,San Salvador,10,1227
641,2022-03-21,Guatemala,Aerea,Familiares,Usulutan,8,1196
642,2023-05-26,Estados Unidos,Aerea,Familiares,Usulutan,8,1552
643,2024-04-20,Estados Unidos,Terrestre,Negocios,Santa Ana,10,2258
644,2021-06-16,Guatemala,Aerea,Religioso,La Paz,1,505
645,2021-04-01,Estados Unidos,Aerea,Ocio,Sonsonate,9,2468
646,2022-12-15,Estados Unidos,Aerea,Familiares,Ahuachapan,8,252
647,2021-02-08,Estados Unidos,Aerea,Familiares,La Libertad,1,314
648,2024-02-24,Honduras,Aerea,Ocio,La Paz,9,2064
649,2021-06-22,España,Aerea,Familiares,La Paz,11,1681
650,2022-10-15,Guatemala,Terrestre,Familiares,Santa Ana,9,886
651,2023-01-24,Honduras,Terrestre,Ocio,La Paz,8,2432
652,2024-05-28,Guatemala,Aerea,Ocio,San Miguel,11,794
653,2023-12-18,Guatemala,Aerea,Ocio,La Paz,10,639
654,2022-04-21,España,Terrestre,Ocio,San Miguel,7,1028
655,2022-04-01,Estados Unidos,Aerea,Familiares,Santa Ana,6,227
656,2023-04-09,Estados Unidos,Aerea,Ocio,Usulutan,5,2402
657,2023-06-14,Costa Rica,Aerea,Negocios,La Paz,6,2128
658,2024-10-16,Honduras,Aerea,Familiares,San Miguel,1,1678
659,2023-10-22,Estados Unidos,Terrestre,Salud,La Libertad,1,161
660,2022-01-22,España,Terrestre,Familiares,San Salvador,9,668
661,2021-12-14,Estados Unidos,Aerea,Familiares,Ahuachapan,6,2230
662,2021-07-09,Estados Unidos,Aerea,Negocios,Santa Ana,3,232
663,2022-05-20,Guatemala,Terrestre,Religioso,Sonsonate,9,1174
664,2024-04-29,Estados Unidos,Aerea,Familiares,Sonsonate,3,1746
665,2024-10-24,Honduras,Aerea,Familiares,San Miguel,9,1345
666,2024-12-03,Estados Unidos,Terrestre,Familiares,San Salvador,5,992
667,2023-04-04,Estados Unidos,Aerea,Ocio,La Libertad,1,293
668,2023-07-18,Guatemala,Terrestre,Ocio,La Paz,11,1721
669,2023-07-23,Guatemala,Aerea,Ocio,San Miguel,5,1483
670,2024-02-15,Estados Unidos,Aerea,Familiares,Sonsonate,10,787
671,2021-05-14,España,Aerea,Familiares,La Paz,2,838
672,2021-02-27,Guatemala,Aerea,Familiares,La Libertad,2,1103
673,2022-11-16,Estados Unidos,Aerea,Ocio,Santa Ana,1,1710
674,2022-11-03,Estados Unidos,Terrestre,Ocio,San Salvador,10,2257
675,2021-06-22,Honduras,Aerea,Ocio,San Miguel,4,1226
676,2023-03-26,Guatemala,Terrestre,Ocio,La Libertad,4,921
677,2024-03-18,Estados Unidos,Aerea,Ocio,Sonsonate,5,1035
678,2021-03-21,Estados Unidos,Terrestre,Religioso,Sonsonate,4,440
679,2023-06-05,Estados Unidos,Terrestre,Ocio,San Salvador,2,1184
680,2024-05-21,Estados Unidos,Aerea,Ocio,Santa Ana,5,1647
681,2021-07-22,Guatemala,Terrestre,Ocio,La Libertad,8,2255
682,2023-02-03,Costa Rica,Terrestre,Negocios,Sonsonate,6,975
683,2024-06-06,Estados Unidos,Aerea,Religioso,San Miguel,5,912
684,2024-06-04,Mexico,Terrestre,Ocio,Sonsonate,7,566
685,2024-11-26,Costa Rica,Terrestre,Familiares,Santa Ana,1,351
686,2021-02-16,Canada,Aerea,Negocios,Ahuachapan,6,1328
687,2024-06-10,Costa Rica,Terrestre,Ocio,Sonsonate,2,1349
688,2024-08-21,Nicaragua,Aerea,Religioso,Usulutan,5,1656
689,2024-03-12,Guatemala,Aerea,Familiares,Ahuachapan,10,753
690,2024-12-09,Estados Unidos,Aerea,Salud,Sonsonate,4,1330
691,2024-10-28,Guatemala,Aerea,Ocio,La Paz,7,359
692,2024-07-06,Mexico,Aerea,Salud,Ahuachapan,9,776
693,2022-10-18,Estados Unidos,Aerea,Negocios,San Salvador,9,402
694,2022-04-16,Estados Unidos,Terrestre,Negocios,San Miguel,10,202
695,2023-08-29,Estados Unidos,Aerea,Familiares,La Paz,1,1466
696,2023-11-02,Nicaragua,Aerea,Familiares,Sonsonate,7,1697
697,2024-09-15,Honduras,Aerea,Ocio,Usulutan,7,301
698,2023-01-06,Guatemala,Aerea,Familiares,Usulutan,5,1258
699,2023-02-23,Estados Unidos,Terrestre,Salud,Santa Ana,8,2420
700,2023-08-26,Honduras,Aerea,Ocio,Usulutan,10,2382
701,2021-12-24,Estados Unidos,Terrestre,Familiares,Ahuachapan,4,2486
702,2023-08-30,Guatemala,Aerea,Ocio,San Miguel,11,1212
703,2024-12-02,Estados Unidos,Terrestre,Ocio,San Salvador,1,2141
704,2022-10-30,España,Aerea,Familiares,La Libertad,4,1748
705,2022-01-08,Guatemala,Terrestre,Familiares,La Libertad,11,1590
706,2023-10-29,Guatemala,Aerea,Familiares,Santa Ana,2,864
707,2024-02-20,Honduras,Aerea,Ocio,La Libertad,3,1940
708,2024-10-03,Guatemala,Terrestre,Familiares,San Miguel,4,2062
709,2022-11-07,Estados Unidos,Terrestre,Familiares,La Paz,7,1283
710,2021-03-31,Guatemala,Aerea,Negocios,Sonsonate,9,1928
711,2022-11-29,Costa Rica,Terrestre,Familiares,Usulutan,4,434
712,2024-09-01,Estados Unidos,Terrestre,Ocio,Usulutan,2,2149
713,2024-04-16,Honduras,Aerea,Ocio,Usulutan,10,334
714,2022-06-24,España,Aerea,Negocios,La Libertad,10,2349
715,2023-01-02,Nicaragua,Aerea,Familiares,Usulutan,4,879
716,2023-05-19,Guatemala,Aerea,Religioso,San Miguel,8,1519
717,2021-02-10,Honduras,Aerea,Familiares,San Miguel,11,1916
718,2023-01-10,Costa Rica,Aerea,Familiares,Ahuachapan,2,1626
719,2022-05-17,Costa Rica,Aerea,Ocio,San Miguel,8,2158
720,2023-08-17,España,Aerea,Negocios,San Miguel,5,1437
721,2024-03-14,Guatemala,Aerea,Familiares,Ahuachapan,2,269
722,2024-05-09,Estados Unidos,Aerea,Ocio,La Paz,8,1081
723,2023-07-18,Estados Unidos,Aerea,Familiares,San Salvador,2,1937
724,2022-04-06,Estados Unidos,Terrestre,Familiares,Santa Ana,4,231
725,2023-01-02,Costa Rica,Aerea,Ocio,San Miguel,2,1014
726,2023-01-22,Mexico,Terrestre,Religioso,Ahuachapan,6,1834
727,2023-07-14,Guatemala,Terrestre,Familiares,San Salvador,3,943
728,2023-06-28,Guatemala,Aerea,Familiares,San Salvador,7,1741
729,2024-06-30,Estados Unidos,Aerea,Ocio,La Paz,6,382
730,2022-01-25,Guatemala,Terrestre,Religioso,San Miguel,1,1427
731,2023-06-02,Honduras,Aerea,Ocio,San Miguel,9,873
732,2021-09-13,Estados Unidos,Aerea,Familiares,Ahuachapan,7,920
733,2022-12-10,Estados Unidos,Aerea,Ocio,Usulutan,1,1248
734,2022-03-26,Guatemala,Aerea,Familiares,La Libertad,4,2108
735,2021-01-10,Estados Unidos,Aerea,Familiares,La Paz,4,1136
736,2023-04-04,España,Terrestre,Religioso,La Libertad,6,590
737,2023-03-09,Estados Unidos,Aerea,Negocios,Sonsonate,3,2332
738,2024-06-19,Canada,Terrestre,Religioso,Santa Ana,2,620
739,2024-06-28,Estados Unidos,Aerea,Ocio,Sonsonate,3,2394
740,2023-05-27,Estados Unidos,Aerea,Ocio,Ahuachapan,4,2107
741,2023-10-26,Guatemala,Aerea,Ocio,San Miguel,8,253
742,2024-02-17,Honduras,Terrestre,Familiares,La Libertad,11,189
743,2023-10-13,Guatemala,Aerea,Familiares,Ahuachapan,8,979
744,2022-01-09,Estados Unidos,Aerea,Familiares,La Libertad,1,708
745,2023-12-25,Estados Unidos,Aerea,Ocio,San Salvador,9,1982
746,2021-05-26,Guatemala,Aerea,Ocio,La Libertad,4,925
747,2021-08-12,Estados Unidos,Aerea,Familiares,San Salvador,4,727
748,2024-06-16,Estados Unidos,Terrestre,Religioso,San Miguel,4,1974
749,2021-06-26,Honduras,Aerea,Ocio,San Salvador,7,1116
750,2023-05-03,Estados Unidos,Aerea,Familiares,Santa Ana,2,1869
